Time_Duration(s)	Send_Speed(mm/s)	FeedBack_Speed(mm/s)
0.009270	0	0
0.009333	0	0
0.009397	0	0
0.009460	0	0
0.009524	0	0
0.009587	0	0
0.009650	0	0
0.009713	0	0
0.009777	0	0
0.009840	0	0
0.009904	0	0
0.009967	0	0
0.010030	0	0
0.010093	0	0
0.010156	0	0
0.010218	0	0
0.010282	0	0
0.010345	0	0
0.010412	0	0
0.010476	0	0
0.010539	0	0
0.010602	0	0
0.010666	0	0
0.010729	0	0
0.010792	0	0
0.010855	0	0
0.010918	0	0
0.010981	0	0
0.011043	0	0
0.011106	0	0
0.011170	0	0
0.011233	0	0
0.011296	0	0
0.011361	0	0
0.011424	0	0
0.011487	0	0
0.011551	0	0
0.011878	0	0
0.011944	0	0
0.012007	0	0
0.012071	0	0
0.012134	0	0
0.012197	0	0
0.012260	0	0
0.012323	0	0
0.012386	0	0
0.012452	0	0
0.012515	0	0
0.012578	0	0
0.012641	0	0
0.012703	0	0
0.012766	0	0
0.012830	0	0
0.012895	0	0
0.012958	0	0
0.013021	0	0
0.013085	0	0
0.013148	0	0
0.013211	0	0
0.013275	0	0
0.013338	0	0
0.013401	0	0
0.013464	0	0
0.013527	0	0
0.013589	0	0
0.013652	0	0
0.013716	0	0
0.013778	0	0
0.013841	0	0
0.013904	0	0
0.013967	0	0
0.014031	0	0
0.014094	0	0
0.014158	0	0
0.014221	0	0
0.014287	0	0
0.014350	0	0
0.014413	0	0
0.014475	0	0
0.014538	0	0
0.014602	0	0
0.014664	0	0
0.014726	0	0
0.014790	0	0
0.014853	0	0
0.014916	0	0
0.014980	0	0
0.015043	0	0
0.015106	0	0
0.015169	0	0
0.015233	0	0
0.015297	0	0
0.015360	0	0
0.015423	0	0
0.015487	0	0
0.015550	0	0
0.015613	0	0
0.015677	0	0
0.015739	0	0
0.015802	0	0
0.015865	0	0
0.015928	0	0
0.015991	0	0
0.016057	0	0
0.016120	0	0
0.016184	0	0
0.016250	0	0
0.016313	0	0
0.016376	0	0
0.016440	0	0
0.016503	0	0
0.016566	0	0
0.016629	0	0
0.016693	0	0
0.016755	0	0
0.016819	0	0
0.016882	0	0
0.016945	0	0
0.017007	0	0
0.017071	0	0
0.017133	0	0
0.017196	0	0
0.017259	0	0
0.017322	0	0
0.017386	0	0
0.017449	0	0
0.017513	0	0
0.017577	0	0
0.017640	0	0
0.017704	0	0
0.017767	0	0
0.017830	0	0
0.017895	0	0
0.017958	0	0
0.018021	0	0
0.018084	0	0
0.018147	0	0
0.018211	0	0
0.018274	0	0
0.018337	0	0
0.018400	0	0
0.018463	0	0
0.018526	0	0
0.018588	0	0
0.018652	0	0
0.018715	0	0
0.018779	0	0
0.018842	0	0
0.018906	0	0
0.018968	0	0
0.019031	0	0
0.019094	0	0
0.019157	0	0
0.019221	0	0
0.019283	0	0
0.019346	0	0
0.019409	0	0
0.019472	0	0
0.019535	0	0
0.019597	0	0
0.019663	0	0
0.019726	0	0
0.019790	0	0
0.019853	0	0
0.019917	0	0
0.019980	0	0
0.020044	0	0
0.020106	0	0
0.020171	0	0
0.020233	0	0
0.020296	0	0
0.020359	0	0
0.020422	0	0
0.020485	0	0
0.020548	0	0
0.020611	0	0
0.020675	0	0
0.020737	0	0
0.020801	0	0
0.020865	0	0
0.020928	0	0
0.020991	0	0
0.021055	0	0
0.021118	0	0
0.021181	0	0
0.021244	0	0
0.021307	0	0
0.021370	0	0
0.021433	0	0
0.021499	0	0
0.021562	0	0
0.021625	0	0
0.021687	0	0
0.021751	0	0
0.021813	0	0
0.021876	0	0
0.021939	0	0
0.022002	0	0
0.022065	0	0
0.022127	0	0
0.022190	0	0
0.022254	0	0
0.022317	0	0
0.022381	0	0
0.022445	0	0
0.022508	0	0
0.022571	0	0
0.022633	0	0
0.022697	0	0
0.022760	0	0
0.022824	0	0
0.022887	0	0
0.022949	0	0
0.023012	0	0
0.023075	0	0
0.023138	0	0
0.023201	0	0
0.023267	0	0
0.023330	0	0
0.023393	0	0
0.023456	0	0
0.023519	0	0
0.023582	0	0
0.023645	0	0
0.023708	0	0
0.023771	0	0
0.023834	0	0
0.023898	0	0
0.023960	0	0
0.024023	0	0
0.024086	0	0
0.024148	0	0
0.024211	0	0
0.024274	0	0
0.024338	0	0
0.024401	0	0
0.024464	0	0
0.024527	0	0
0.024590	0	0
0.024653	0	0
0.024716	0	0
0.024780	0	0
0.024843	0	0
0.024906	0	0
0.024969	0	0
0.025032	0	0
0.025098	0	0
0.025161	0	0
0.025223	0	0
0.025287	0	0
0.025350	0	0
0.025412	0	0
0.025674	0	0
0.025740	0	0
0.025805	0	0
0.025870	0	0
0.025934	0	0
0.025998	0	0
0.026061	0	0
0.026125	0	0
0.026188	0	0
0.026251	0	0
0.026314	0	0
0.026378	0	0
0.026441	0	0
0.026504	0	0
0.026567	0	0
0.026631	0	0
0.026694	0	0
0.026757	0	0
0.026820	0	0
0.026883	0	0
0.026946	0	0
0.027011	0	0
0.027080	0	0
0.027144	0	0
0.027229	0	0
0.027314	0	0
0.027378	0	0
0.027442	0	0
0.027506	0	0
0.027568	0	0
0.027631	0	0
0.027694	0	0
0.027757	0	0
0.027821	0	0
0.027884	0	0
0.027947	0	0
0.028011	0	0
0.028074	0	0
0.028138	0	0
0.028201	0	0
0.028264	0	0
0.028328	0	0
0.028392	0	0
0.028456	0	0
0.028519	0	0
0.028582	0	0
0.028646	0	0
0.028709	0	0
0.028773	0	0
0.028836	0	0
0.028903	0	0
0.028966	0	0
0.029030	0	0
0.029092	0	0
0.029156	0	0
0.029218	0	0
0.029281	0	0
0.029345	0	0
0.029407	0	0
0.029471	0	0
0.029534	0	0
0.029598	0	0
0.029661	0	0
0.029724	0	0
0.029788	0	0
0.029851	0	0
0.029914	0	0
0.029977	0	0
0.030040	0	0
0.030103	0	0
0.030166	0	0
0.030229	0	0
0.030292	0	0
0.030357	0	0
0.030421	0	0
0.030483	0	0
0.030547	0	0
0.030611	0	0
0.030675	0	0
0.030741	0	0
0.030805	0	0
0.030868	0	0
0.030931	0	0
0.030994	0	0
0.031058	0	0
0.031121	0	0
0.031184	0	0
0.031247	0	0
0.031310	0	0
0.031373	0	0
0.031436	0	0
0.031498	0	0
0.031562	0	0
0.031625	0	0
0.031688	0	0
0.031752	0	0
0.031816	0	0
0.031879	0	0
0.031942	0	0
0.032006	0	0
0.032069	0	0
0.032132	0	0
0.032195	0	0
0.032258	0	0
0.032320	0	0
0.032383	0	0
0.032446	0	0
0.032513	0	0
0.032577	0	0
0.032640	0	0
0.032702	0	0
0.032765	0	0
0.032828	0	0
0.032891	0	0
0.032954	0	0
0.033018	0	0
0.033082	0	0
0.033145	0	0
0.033208	0	0
0.033272	0	0
0.033335	0	0
0.033397	0	0
0.033461	0	0
0.033524	0	0
0.033588	0	0
0.033651	0	0
0.033714	0	0
0.033777	0	0
0.033840	0	0
0.033903	0	0
0.033966	0	0
0.034029	0	0
0.034092	0	0
0.034155	0	0
0.034219	0	0
0.034282	0	0
0.034349	0	0
0.034413	0	0
0.034476	0	0
0.034539	0	0
0.034602	0	0
0.034665	0	0
0.034728	0	0
0.034791	0	0
0.034855	0	0
0.034918	0	0
0.034981	0	0
0.035046	0	0
0.035109	0	0
0.035172	0	0
0.035235	0	0
0.035298	0	0
0.035362	0	0
0.035425	0	0
0.035488	0	0
0.035552	0	0
0.035616	0	0
0.035679	0	0
0.035742	0	0
0.035806	0	0
0.035869	0	0
0.035932	0	0
0.035995	0	0
0.036058	0	0
0.036124	0	0
0.036187	0	0
0.036251	0	0
0.036314	0	0
0.036377	0	0
0.036441	0	0
0.036504	0	0
0.036568	0	0
0.036631	0	0
0.036695	0	0
0.036758	0	0
0.036821	0	0
0.036884	0	0
0.036948	0	0
0.037011	0	0
0.037074	0	0
0.037137	0	0
0.037200	0	0
0.037263	0	0
0.037326	0	0
0.037389	0	0
0.037452	0	0
0.037515	0	0
0.037578	0	0
0.037641	0	0
0.037705	0	0
0.037768	0	0
0.037831	0	0
0.037894	0	0
0.037961	0	0
0.038024	0	0
0.038087	0	0
0.038150	0	0
0.038213	0	0
0.038276	0	0
0.038339	0	0
0.038402	0	0
0.038465	0	0
0.038528	0	0
0.038591	0	0
0.038654	0	0
0.038717	0	0
0.038781	0	0
0.038844	0	0
0.038908	0	0
0.038971	0	0
0.039035	0	0
0.039098	0	0
0.039161	0	0
0.039224	0	0
0.039288	0	0
0.039350	0	0
0.039413	0	0
0.039476	0	0
0.039539	0	0
0.039602	0	0
0.039667	0	0
0.039732	0	0
0.039796	0	0
0.039859	0	0
0.039922	0	0
0.039985	0	0
0.040048	0	0
0.040112	0	0
0.040175	0	0
0.040238	0	0
0.040301	0	0
0.040364	0	0
0.040427	0	0
0.040489	0	0
0.040552	0	0
0.040616	0	0
0.040679	0	0
0.040742	0	0
0.040805	0	0
0.040868	0	0
0.040931	0	0
0.040994	0	0
0.041056	0	0
0.041119	0	0
0.041182	0	0
0.041246	0	0
0.041310	0	0
0.041373	0	0
0.041437	0	0
0.041500	0	0
0.041566	0	0
0.041629	0	0
0.041692	0	0
0.041755	0	0
0.041818	0	0
0.041880	0	0
0.041943	0	0
0.042006	0	0
0.042069	0	0
0.042132	0	0
0.042195	0	0
0.042258	0	0
0.042321	0	0
0.042384	0	0
0.042447	0	0
0.042510	0	0
0.042574	0	0
0.042648	0	0
0.042716	0	0
0.042788	0	0
0.042888	0	0
0.042954	0	0
0.043017	0	0
0.043083	0	0
0.043146	0	0
0.043209	0	0
0.043273	0	0
0.043336	0	0
0.043404	0	0
0.043468	0	0
0.043531	0	0
0.043593	0	0
0.043656	0	0
0.043719	0	0
0.043782	0	0
0.043845	0	0
0.043908	0	0
0.043974	0	0
0.044037	0	0
0.044101	0	0
0.044164	0	0
0.044227	0	0
0.044291	0	0
0.044458	0	0
0.044524	0	0
0.044587	0	0
0.044651	0	0
0.044714	0	0
0.044777	0	0
0.044840	0	0
0.044904	0	0
0.044967	0	0
0.045031	0	0
0.045094	0	0
0.045158	0	0
0.045222	0	0
0.045290	0	0
0.045354	0	0
0.045417	0	0
0.045481	0	0
0.045543	0	0
0.045606	0	0
0.045669	0	0
0.045733	0	0
0.045796	0	0
0.045859	0	0
0.045923	0	0
0.045985	0	0
0.046048	0	0
0.046111	0	0
0.046174	0	0
0.046237	0	0
0.046301	0	0
0.046365	0	0
0.046428	0	0
0.046492	0	0
0.046556	0	0
0.046619	0	0
0.046682	0	0
0.046745	0	0
0.046807	0	0
0.046871	0	0
0.046934	0	0
0.046997	0	0
0.047061	0	0
0.047127	0	0
0.047190	0	0
0.047253	0	0
0.047316	0	0
0.047380	0	0
0.047443	0	0
0.047506	0	0
0.047569	0	0
0.047633	0	0
0.047696	0	0
0.047760	0	0
0.047823	0	0
0.047886	0	0
0.047949	0	0
0.048013	0	0
0.048076	0	0
0.048139	0	0
0.048203	0	0
0.048266	0	0
0.048329	0	0
0.048392	0	0
0.048456	0	0
0.048518	0	0
0.048581	0	0
0.048644	0	0
0.048707	0	0
0.048772	0	0
0.048836	0	0
0.048903	0	0
0.048967	0	0
0.049030	0	0
0.049094	0	0
0.049157	0	0
0.049221	0	0
0.049284	0	0
0.049347	0	0
0.049410	0	0
0.049473	0	0
0.049536	0	0
0.049600	0	0
0.049663	0	0
0.049726	0	0
0.049790	0	0
0.049853	0	0
0.049916	0	0
0.049980	0	0
0.050043	0	0
0.050107	0	0
0.050170	0	0
0.050233	0	0
0.050296	0	0
0.050359	0	0
0.050422	0	0
0.050485	0	0
0.050548	0	0
0.050611	0	0
0.050674	0	0
0.050742	0	0
0.050805	0	0
0.050868	0	0
0.050931	0	0
0.050994	0	0
0.051057	0	0
0.051121	0	0
0.051184	0	0
0.051247	0	0
0.051310	0	0
0.051374	0	0
0.051437	0	0
0.051500	0	0
0.051563	0	0
0.051626	0	0
0.051690	0	0
0.051752	0	0
0.051815	0	0
0.051878	0	0
0.051941	0	0
0.052004	0	0
0.052067	0	0
0.052130	0	0
0.052193	0	0
0.052256	0	0
0.052319	0	0
0.052415	0	0
0.052479	0	0
0.052548	0	0
0.052612	0	0
0.052675	0	0
0.052738	0	0
0.052801	0	0
0.052864	0	0
0.052927	0	0
0.052990	0	0
0.053052	0	0
0.053115	0	0
0.053178	0	0
0.053241	0	0
0.053303	0	0
0.053367	0	0
0.053431	0	0
0.053496	0	0
0.053558	0	0
0.053621	0	0
0.053685	0	0
0.053750	0	0
0.053813	0	0
0.053876	0	0
0.053939	0	0
0.054002	0	0
0.054065	0	0
0.054128	0	0
0.054191	0	0
0.054255	0	0
0.054318	0	0
0.054385	0	0
0.054448	0	0
0.054511	0	0
0.054574	0	0
0.054637	0	0
0.054700	0	0
0.054763	0	0
0.054827	0	0
0.054891	0	0
0.054954	0	0
0.055017	0	0
0.055079	0	0
0.055143	0	0
0.055206	0	0
0.055270	0	0
0.055332	0	0
0.055395	0	0
0.055458	0	0
0.055521	0	0
0.055584	0	0
0.055647	0	0
0.055710	0	0
0.055773	0	0
0.055836	0	0
0.055900	0	0
0.055963	0	0
0.056026	0	0
0.056089	0	0
0.056156	0	0
0.056219	0	0
0.056282	0	0
0.056345	0	0
0.056407	0	0
0.056470	0	0
0.056533	0	0
0.056596	0	0
0.056659	0	0
0.056722	0	0
0.056785	0	0
0.056848	0	0
0.056911	0	0
0.056974	0	0
0.057037	0	0
0.057101	0	0
0.057164	0	0
0.057227	0	0
0.057291	0	0
0.057354	0	0
0.057417	0	0
0.057479	0	0
0.057542	0	0
0.057605	0	0
0.057668	0	0
0.057731	0	0
0.057794	0	0
0.057856	0	0
0.057919	0	0
0.057987	0	0
0.058050	0	0
0.058113	0	0
0.058177	0	0
0.058240	0	0
0.058303	0	0
0.058368	0	0
0.058453	0	0
0.058517	0	0
0.058579	0	0
0.058642	0	0
0.058705	0	0
0.058768	0	0
0.058831	0	0
0.058894	0	0
0.058957	0	0
0.059020	0	0
0.059083	0	0
0.059146	0	0
0.059209	0	0
0.059272	0	0
0.059336	0	0
0.059399	0	0
0.059463	0	0
0.059527	0	0
0.059590	0	0
0.059653	0	0
0.059716	0	0
0.059783	0	0
0.059846	0	0
0.059909	0	0
0.059972	0	0
0.060035	0	0
0.060098	0	0
0.060161	0	0
0.060225	0	0
0.060288	0	0
0.060352	0	0
0.060415	0	0
0.060477	0	0
0.060541	0	0
0.060604	0	0
0.060668	0	0
0.060731	0	0
0.060794	0	0
0.060857	0	0
0.060920	0	0
0.060982	0	0
0.061046	0	0
0.061108	0	0
0.061171	0	0
0.061234	0	0
0.061297	0	0
0.061359	0	0
0.061423	0	0
0.061486	0	0
0.061553	0	0
0.061616	0	0
0.061678	0	0
0.061742	0	0
0.061806	0	0
0.061869	0	0
0.061932	0	0
0.061995	0	0
0.062058	0	0
0.062122	0	0
0.062185	0	0
0.062248	0	0
0.062311	0	0
0.062375	0	0
0.062438	0	0
0.062502	0	0
0.062565	0	0
0.062628	0	0
0.062692	0	0
0.062755	0	0
0.062818	0	0
0.062881	0	0
0.062944	0	0
0.063033	0	0
0.063098	0	0
0.063161	0	0
0.063225	0	0
0.063288	0	0
0.063352	0	0
0.063419	0	0
0.063482	0	0
0.063545	0	0
0.063608	0	0
0.063671	0	0
0.063735	0	0
0.063798	0	0
0.063861	0	0
0.063924	0	0
0.063987	0	0
0.064050	0	0
0.064113	0	0
0.064177	0	0
0.064241	0	0
0.064305	0	0
0.064368	0	0
0.064431	0	0
0.064495	0	0
0.064558	0	0
0.064622	0	0
0.064685	0	0
0.064748	0	0
0.064812	0	0
0.064875	0	0
0.064938	0	0
0.065001	0	0
0.065064	0	0
0.065127	0	0
0.065194	0	0
0.065257	0	0
0.065321	0	0
0.065384	0	0
0.065448	0	0
0.065511	0	0
0.065574	0	0
0.065638	0	0
0.065701	0	0
0.065764	0	0
0.065828	0	0
0.065891	0	0
0.065955	0	0
0.066018	0	0
0.066081	0	0
0.066145	0	0
0.066208	0	0
0.066271	0	0
0.066334	0	0
0.066396	0	0
0.066459	0	0
0.066523	0	0
0.066587	0	0
0.066650	0	0
0.066713	0	0
0.066776	0	0
0.066839	0	0
0.066903	0	0
0.066966	0	0
0.067033	0	0
0.067096	0	0
0.067160	0	0
0.067223	0	0
0.067286	0	0
0.067348	0	0
0.067411	0	0
0.067475	0	0
0.067538	0	0
0.067600	0	0
0.067663	0	0
0.067729	0	0
0.067793	0	0
0.067857	0	0
0.067921	0	0
0.067984	0	0
0.068047	0	0
0.068109	0	0
0.068172	0	0
0.068236	0	0
0.068299	0	0
0.068363	0	0
0.068425	0	0
0.068488	0	0
0.068551	0	0
0.068614	0	0
0.068677	0	0
0.068741	0	0
0.068808	0	0
0.068872	0	0
0.068936	0	0
0.068999	0	0
0.069063	0	0
0.069126	0	0
0.069189	0	0
0.069252	0	0
0.069316	0	0
0.069379	0	0
0.069442	0	0
0.069505	0	0
0.069568	0	0
0.069631	0	0
0.069695	0	0
0.069758	0	0
0.069821	0	0
0.069885	0	0
0.069948	0	0
0.070011	0	0
0.070074	0	0
0.070137	0	0
0.070201	0	0
0.070264	0	0
0.070327	0	0
0.070390	0	0
0.070453	0	0
0.070516	0	0
0.070579	0	0
0.070646	0	0
0.070709	0	0
0.070772	0	0
0.070834	0	0
0.070897	0	0
0.070960	0	0
0.071023	0	0
0.071087	0	0
0.071150	0	0
0.071213	0	0
0.071276	0	0
0.071340	0	0
0.071403	0	0
0.071467	0	0
0.071530	0	0
0.071593	0	0
0.071656	0	0
0.071719	0	0
0.071782	0	0
0.071845	0	0
0.071908	0	0
0.071971	0	0
0.072035	0	0
0.072098	0	0
0.072161	0	0
0.072223	0	0
0.072287	0	0
0.072351	0	0
0.072417	0	0
0.072481	0	0
0.072544	0	0
0.072608	0	0
0.072671	0	0
0.072734	0	0
0.072798	0	0
0.072861	0	0
0.072924	0	0
0.072988	0	0
0.073050	0	0
0.073113	0	0
0.073176	0	0
0.073239	0	0
0.073302	0	0
0.073364	0	0
0.073428	0	0
0.073490	0	0
0.073553	0	0
0.073616	0	0
0.073679	0	0
0.073743	0	0
0.073806	0	0
0.073869	0	0
0.073932	0	0
0.073995	0	0
0.074325	0	0
0.074388	0	0
0.074451	0	0
0.074518	0	0
0.074581	0	0
0.074644	0	0
0.074707	0	0
0.074770	0	0
0.074832	0	0
0.074896	0	0
0.074960	0	0
0.075025	0	0
0.075088	0	0
0.075153	0	0
0.075216	0	0
0.075280	0	0
0.075343	0	0
0.075406	0	0
0.075469	0	0
0.075532	0	0
0.075595	0	0
0.075658	0	0
0.075720	0	0
0.075783	0	0
0.075846	0	0
0.075909	0	0
0.075972	0	0
0.076035	0	0
0.076098	0	0
0.076161	0	0
0.076225	0	0
0.076292	0	0
0.076355	0	0
0.076418	0	0
0.076482	0	0
0.076545	0	0
0.076608	0	0
0.076671	0	0
0.076733	0	0
0.076797	0	0
0.076860	0	0
0.076923	0	0
0.076986	0	0
0.077048	0	0
0.077111	0	0
0.077174	0	0
0.077240	0	0
0.077303	0	0
0.077367	0	0
0.077431	0	0
0.077495	0	0
0.077558	0	0
0.077621	0	0
0.077684	0	0
0.077747	0	0
0.077810	0	0
0.077873	0	0
0.077936	0	0
0.077999	0	0
0.078065	0	0
0.078128	0	0
0.078191	0	0
0.078255	0	0
0.078318	0	0
0.078381	0	0
0.078443	0	0
0.078507	0	0
0.078570	0	0
0.078633	0	0
0.078697	0	0
0.078761	0	0
0.078825	0	0
0.078887	0	0
0.078950	0	0
0.079013	0	0
0.079076	0	0
0.079138	0	0
0.079202	0	0
0.079264	0	0
0.079327	0	0
0.079390	0	0
0.079453	0	0
0.079517	0	0
0.079580	0	0
0.079643	0	0
0.079707	0	0
0.079771	0	0
0.079835	0	0
0.079902	0	0
0.079966	0	0
0.080029	0	0
0.080092	0	0
0.080156	0	0
0.080219	0	0
0.080282	0	0
0.080346	0	0
0.080408	0	0
0.080471	0	0
0.080534	0	0
0.080597	0	0
0.080660	0	0
0.080723	0	0
0.080786	0	0
0.080849	0	0
0.080913	0	0
0.080977	0	0
0.081040	0	0
0.081103	0	0
0.081167	0	0
0.081230	0	0
0.081293	0	0
0.081357	0	0
0.081420	0	0
0.081483	0	0
0.081546	0	0
0.081609	0	0
0.081675	0	0
0.081738	0	0
0.081802	0	0
0.081893	0	0
0.081958	0	0
0.082022	0	0
0.082086	0	0
0.082150	0	0
0.082213	0	0
0.082276	0	0
0.082340	0	0
0.082403	0	0
0.082466	0	0
0.082529	0	0
0.082593	0	0
0.082656	0	0
0.082720	0	0
0.082783	0	0
0.082847	0	0
0.082910	0	0
0.082973	0	0
0.083037	0	0
0.083100	0	0
0.083164	0	0
0.083227	0	0
0.083291	0	0
0.083354	0	0
0.083417	0	0
0.083481	0	0
0.083549	0	0
0.083612	0	0
0.083675	0	0
0.083738	0	0
0.083801	0	0
0.083864	0	0
0.083927	0	0
0.083990	0	0
0.084053	0	0
0.084116	0	0
0.084179	0	0
0.084242	0	0
0.084305	0	0
0.084368	0	0
0.084432	0	0
0.084496	0	0
0.084559	0	0
0.084624	0	0
0.084687	0	0
0.084750	0	0
0.084813	0	0
0.084876	0	0
0.084940	0	0
0.085002	0	0
0.085066	0	0
0.085129	0	0
0.085192	0	0
0.085255	0	0
0.085322	0	0
0.085385	0	0
0.085449	0	0
0.085512	0	0
0.085575	0	0
0.085639	0	0
0.085703	0	0
0.085766	0	0
0.085829	0	0
0.085893	0	0
0.085957	0	0
0.086020	0	0
0.086084	0	0
0.086147	0	0
0.086210	0	0
0.086274	0	0
0.086337	0	0
0.086400	0	0
0.086463	0	0
0.086528	0	0
0.086591	0	0
0.086655	0	0
0.086718	0	0
0.086782	0	0
0.086845	0	0
0.086908	0	0
0.086972	0	0
0.087035	0	0
0.087098	0	0
0.087165	0	0
0.087227	0	0
0.087291	0	0
0.087353	0	0
0.087417	0	0
0.087480	0	0
0.087543	0	0
0.087606	0	0
0.087669	0	0
0.087732	0	0
0.087795	0	0
0.087857	0	0
0.087921	0	0
0.087984	0	0
0.088048	0	0
0.088111	0	0
0.088175	0	0
0.088238	0	0
0.088301	0	0
0.088364	0	0
0.088427	0	0
0.088490	0	0
0.088553	0	0
0.088616	0	0
0.088679	0	0
0.088742	0	0
0.088805	0	0
0.088868	0	0
0.088934	0	0
0.088997	0	0
0.089060	0	0
0.089123	0	0
0.089187	0	0
0.089249	0	0
0.089313	0	0
0.089376	0	0
0.089440	0	0
0.089503	0	0
0.089566	0	0
0.089638	0	0
0.089702	0	0
0.089765	0	0
0.089828	0	0
0.089891	0	0
0.089954	0	0
0.090017	0	0
0.090079	0	0
0.090143	0	0
0.090206	0	0
0.090269	0	0
0.090332	0	0
0.090396	0	0
0.090459	0	0
0.090522	0	0
0.090585	0	0
0.090648	0	0
0.090711	0	0
0.090778	0	0
0.090842	0	0
0.090904	0	0
0.090967	0	0
0.091030	0	0
0.091093	0	0
0.091159	0	0
0.091222	0	0
0.091285	0	0
0.091348	0	0
0.091411	0	0
0.091474	0	0
0.091538	0	0
0.091601	0	0
0.091664	0	0
0.091727	0	0
0.091791	0	0
0.091854	0	0
0.091917	0	0
0.091979	0	0
0.092042	0	0
0.092105	0	0
0.092168	0	0
0.092231	0	0
0.092293	0	0
0.092357	0	0
0.092419	0	0
0.092483	0	0
0.092549	0	0
0.092612	0	0
0.092674	0	0
0.092737	0	0
0.092802	0	0
0.092864	0	0
0.092927	0	0
0.092990	0	0
0.093053	0	0
0.093116	0	0
0.093178	0	0
0.093242	0	0
0.093304	0	0
0.093367	0	0
0.093430	0	0
0.093493	0	0
0.093556	0	0
0.093618	0	0
0.093683	0	0
0.093746	0	0
0.093808	0	0
0.093872	0	0
0.093935	0	0
0.093998	0	0
0.094062	0	0
0.094125	0	0
0.094188	0	0
0.094251	0	0
0.094318	0	0
0.094381	0	0
0.094443	0	0
0.094507	0	0
0.094569	0	0
0.094632	0	0
0.094695	0	0
0.094758	0	0
0.094821	0	0
0.094884	0	0
0.094947	0	0
0.095009	0	0
0.095073	0	0
0.095138	0	0
0.095201	0	0
0.095265	0	0
0.095327	0	0
0.095390	0	0
0.095453	0	0
0.095516	0	0
0.095579	0	0
0.095642	0	0
0.095705	0	0
0.095770	0	0
0.095833	0	0
0.095897	0	0
0.095960	0	0
0.096023	0	0
0.096086	0	0
0.096152	0	0
0.096215	0	0
0.096278	0	0
0.096342	0	0
0.096405	0	0
0.096468	0	0
0.096532	0	0
0.096594	0	0
0.096658	0	0
0.096721	0	0
0.096784	0	0
0.096847	0	0
0.096909	0	0
0.096972	0	0
0.097035	0	0
0.097098	0	0
0.097161	0	0
0.097224	0	0
0.097286	0	0
0.097349	0	0
0.097413	0	0
0.097477	0	0
0.097540	0	0
0.097603	0	0
0.097667	0	0
0.097730	0	0
0.097793	0	0
0.097856	0	0
0.097923	0	0
0.097987	0	0
0.098050	0	0
0.098113	0	0
0.098176	0	0
0.098239	0	0
0.098302	0	0
0.098365	0	0
0.098428	0	0
0.098490	0	0
0.098554	0	0
0.098617	0	0
0.098680	0	0
0.098744	0	0
0.098807	0	0
0.098871	0	0
0.098934	0	0
0.098997	0	0
0.099059	0	0
0.099122	0	0
0.099185	0	0
0.099248	0	0
0.099311	0	0
0.099374	0	0
0.099436	0	0
0.099499	0	0
0.099562	0	0
0.099625	0	0
0.099688	0	0
0.099755	0	0
0.099819	0	0
0.099883	0	0
0.099947	0	0
0.100010	0	0
0.100074	0	0
0.100137	0	0
0.100200	0	0
0.100264	0	0
0.100327	0	0
0.100390	0	0
0.100537	0	0
0.100602	0	0
0.100665	0	0
0.100728	0	0
0.100792	0	0
0.100855	0	0
0.100919	0	0
0.100983	0	0
0.101047	0	0
0.101110	0	0
0.101173	0	0
0.101237	0	0
