Time_Duration(s)	Send_Speed(mm/s)	FeedBack_Speed(mm/s)
0.010995	0	0
0.011031	0	0
0.011066	0	0
0.011101	0	0
0.011136	0	0
0.011171	0	0
0.011206	0	0
0.011241	0	0
0.011276	0	0
0.011311	0	0
0.011347	0	0
0.011383	0	0
0.011420	0	0
0.011456	0	0
0.011492	0	0
0.011527	0	0
0.011562	0	0
0.011597	0	0
0.011754	0	0
0.011789	0	0
0.011825	0	0
0.011860	0	0
0.011895	0	0
0.011930	0	0
0.011965	0	0
0.012001	0	0
0.012035	0	0
0.012071	0	0
0.012106	0	0
0.012142	0	0
0.012176	0	0
0.012212	0	0
0.012247	0	0
0.012282	0	0
0.012317	0	0
0.012352	0	0
0.012387	0	0
0.012422	0	0
0.012457	0	0
0.012492	0	0
0.012527	0	0
0.012562	0	0
0.012597	0	0
0.012633	0	0
0.012669	0	0
0.012708	0	0
0.012742	0	0
0.012778	0	0
0.012813	0	0
0.012848	0	0
0.012883	0	0
0.012918	0	0
0.012953	0	0
0.012991	0	0
0.013027	0	0
0.013062	0	0
0.013097	0	0
0.013132	0	0
0.013166	0	0
0.013202	0	0
0.013237	0	0
0.013272	0	0
0.013307	0	0
0.013342	0	0
0.013377	0	0
0.013412	0	0
0.013447	0	0
0.013482	0	0
0.013517	0	0
0.013552	0	0
0.013587	0	0
0.013622	0	0
0.013657	0	0
0.013692	0	0
0.013727	0	0
0.013762	0	0
0.013797	0	0
0.013832	0	0
0.013870	0	0
0.013905	0	0
0.013940	0	0
0.013975	0	0
0.014010	0	0
0.014045	0	0
0.014081	0	0
0.014116	0	0
0.014151	0	0
0.014185	0	0
0.014221	0	0
0.014256	0	0
0.014291	0	0
0.014326	0	0
0.014362	0	0
0.014396	0	0
0.014431	0	0
0.014466	0	0
0.014502	0	0
0.014536	0	0
0.014572	0	0
0.014607	0	0
0.014642	0	0
0.014676	0	0
0.014711	0	0
0.014746	0	0
0.014781	0	0
0.014816	0	0
0.014851	0	0
0.014887	0	0
0.014921	0	0
0.014956	0	0
0.014991	0	0
0.015029	0	0
0.015064	0	0
0.015099	0	0
0.015134	0	0
0.015169	0	0
0.015204	0	0
0.015239	0	0
0.015274	0	0
0.015309	0	0
0.015344	0	0
0.015380	0	0
0.015415	0	0
0.015450	0	0
0.015485	0	0
0.015520	0	0
0.015716	0	0
0.015754	0	0
0.015789	0	0
0.015825	0	0
0.015859	0	0
0.015895	0	0
0.015930	0	0
0.015965	0	0
0.016000	0	0
0.016035	0	0
0.016070	0	0
0.016105	0	0
0.016140	0	0
0.016175	0	0
0.016211	0	0
0.016246	0	0
0.016282	0	0
0.016316	0	0
0.016355	0	0
0.016389	0	0
0.016425	0	0
0.016459	0	0
0.016495	0	0
0.016529	0	0
0.016565	0	0
0.016600	0	0
0.016635	0	0
0.016670	0	0
0.016705	0	0
0.016740	0	0
0.016775	0	0
0.016810	0	0
0.016845	0	0
0.016881	0	0
0.016915	0	0
0.016951	0	0
0.016986	0	0
0.017021	0	0
0.017056	0	0
0.017091	0	0
0.017126	0	0
0.017161	0	0
0.017196	0	0
0.017231	0	0
0.017266	0	0
0.017301	0	0
0.017336	0	0
0.017371	0	0
0.017406	0	0
0.017442	0	0
0.017477	0	0
0.017514	0	0
0.017549	0	0
0.017584	0	0
0.017619	0	0
0.017654	0	0
0.017689	0	0
0.017724	0	0
0.017759	0	0
0.017794	0	0
0.017830	0	0
0.017864	0	0
0.017900	0	0
0.017935	0	0
0.017970	0	0
0.018005	0	0
0.018040	0	0
0.018075	0	0
0.018111	0	0
0.018145	0	0
0.018181	0	0
0.018216	0	0
0.018251	0	0
0.018287	0	0
0.018322	0	0
0.018357	0	0
0.018391	0	0
0.018427	0	0
0.018462	0	0
0.018496	0	0
0.018531	0	0
0.018566	0	0
0.018602	0	0
0.018636	0	0
0.018675	0	0
0.018711	0	0
0.018746	0	0
0.018781	0	0
0.018816	0	0
0.018851	0	0
0.018886	0	0
0.018922	0	0
0.018956	0	0
0.018991	0	0
0.019026	0	0
0.019062	0	0
0.019096	0	0
0.019131	0	0
0.019166	0	0
0.019201	0	0
0.019236	0	0
0.019271	0	0
0.019307	0	0
0.019342	0	0
0.019377	0	0
0.019411	0	0
0.019447	0	0
0.019481	0	0
0.019516	0	0
0.019551	0	0
0.019587	0	0
0.019708	0	0
0.019746	0	0
0.019781	0	0
0.019816	0	0
0.019851	0	0
0.019886	0	0
0.019924	0	0
0.019959	0	0
0.019994	0	0
0.020029	0	0
0.020063	0	0
0.020098	0	0
0.020133	0	0
0.020168	0	0
0.020203	0	0
0.020237	0	0
0.020272	0	0
0.020307	0	0
0.020342	0	0
0.020377	0	0
0.020412	0	0
0.020447	0	0
0.020482	0	0
0.020517	0	0
0.020552	0	0
0.020587	0	0
0.020622	0	0
0.020657	0	0
0.020691	0	0
0.020726	0	0
0.020761	0	0
0.020796	0	0
0.020831	0	0
0.020866	0	0
0.020901	0	0
0.020936	0	0
0.020973	0	0
0.021008	0	0
0.021042	0	0
0.021080	0	0
0.021115	0	0
0.021151	0	0
0.021185	0	0
0.021221	0	0
0.021255	0	0
0.021290	0	0
0.021326	0	0
0.021361	0	0
0.021395	0	0
0.021431	0	0
0.021466	0	0
0.021501	0	0
0.021536	0	0
0.021571	0	0
0.021606	0	0
0.021641	0	0
0.021676	0	0
0.021710	0	0
0.021746	0	0
0.021780	0	0
0.021815	0	0
0.021851	0	0
0.021886	0	0
0.021921	0	0
0.021955	0	0
0.021990	0	0
0.022026	0	0
0.022061	0	0
0.022095	0	0
0.022131	0	0
0.022165	0	0
0.022200	0	0
0.022238	0	0
0.022273	0	0
0.022308	0	0
0.022342	0	0
0.022377	0	0
0.022412	0	0
0.022447	0	0
0.022482	0	0
0.022517	0	0
0.022552	0	0
0.022587	0	0
0.022621	0	0
0.022657	0	0
0.022691	0	0
0.022726	0	0
0.022761	0	0
0.022796	0	0
0.022831	0	0
0.022866	0	0
0.022902	0	0
0.022936	0	0
0.022972	0	0
0.023007	0	0
0.023042	0	0
0.023076	0	0
0.023111	0	0
0.023146	0	0
0.023181	0	0
0.023216	0	0
0.023250	0	0
0.023286	0	0
0.023321	0	0
0.023355	0	0
0.023393	0	0
0.023427	0	0
0.023462	0	0
0.023497	0	0
0.023534	0	0
0.023569	0	0
0.023604	0	0
0.023638	0	0
0.023673	0	0
0.023708	0	0
0.023743	0	0
0.023778	0	0
0.023812	0	0
0.023847	0	0
0.023882	0	0
0.023917	0	0
0.023952	0	0
0.023987	0	0
0.024021	0	0
0.024056	0	0
0.024091	0	0
0.024127	0	0
0.024161	0	0
0.024197	0	0
0.024231	0	0
0.024266	0	0
0.024301	0	0
0.024336	0	0
0.024371	0	0
0.024406	0	0
0.024441	0	0
0.024476	0	0
0.024511	0	0
0.024548	0	0
0.024584	0	0
0.024619	0	0
0.024654	0	0
0.024689	0	0
0.024724	0	0
0.024759	0	0
0.024794	0	0
0.024829	0	0
0.024864	0	0
0.024899	0	0
0.024933	0	0
0.024968	0	0
0.025003	0	0
0.025038	0	0
0.025073	0	0
0.025107	0	0
0.025142	0	0
0.025177	0	0
0.025212	0	0
0.025246	0	0
0.025282	0	0
0.025316	0	0
0.025351	0	0
0.025386	0	0
0.025422	0	0
0.025457	0	0
0.025491	0	0
0.025527	0	0
0.025562	0	0
0.025597	0	0
0.025632	0	0
0.025667	0	0
0.025705	0	0
0.025740	0	0
0.025776	0	0
0.025810	0	0
0.025846	0	0
0.025880	0	0
0.025915	0	0
0.025951	0	0
0.025985	0	0
0.026021	0	0
0.026056	0	0
0.026146	0	0
0.026182	0	0
0.026217	0	0
0.026252	0	0
0.026286	0	0
0.026321	0	0
0.026356	0	0
0.026392	0	0
0.026426	0	0
0.026461	0	0
0.026496	0	0
0.026531	0	0
0.026566	0	0
0.026602	0	0
0.026636	0	0
0.026671	0	0
0.026706	0	0
0.026742	0	0
0.026777	0	0
0.026811	0	0
0.026846	0	0
0.026882	0	0
0.026920	0	0
0.026954	0	0
0.026989	0	0
0.027025	0	0
0.027060	0	0
0.027095	0	0
0.027130	0	0
0.027165	0	0
0.027200	0	0
0.027235	0	0
0.027293	0	0
0.027330	0	0
0.027366	0	0
0.027402	0	0
0.027437	0	0
0.027471	0	0
0.027507	0	0
0.027542	0	0
0.027577	0	0
0.027734	0	0
0.027771	0	0
0.027806	0	0
0.027842	0	0
0.027876	0	0
0.027912	0	0
0.027946	0	0
0.027982	0	0
0.028017	0	0
0.028052	0	0
0.028087	0	0
0.028122	0	0
0.028157	0	0
0.028192	0	0
0.028230	0	0
0.028265	0	0
0.028300	0	0
0.028336	0	0
0.028371	0	0
0.028406	0	0
0.028441	0	0
0.028476	0	0
0.028512	0	0
0.028547	0	0
0.028581	0	0
0.028617	0	0
0.028652	0	0
0.028687	0	0
0.028722	0	0
0.028757	0	0
0.028791	0	0
0.028826	0	0
0.028864	0	0
0.028898	0	0
0.028933	0	0
0.028968	0	0
0.029003	0	0
0.029038	0	0
0.029072	0	0
0.029108	0	0
0.029142	0	0
0.029177	0	0
0.029212	0	0
0.029247	0	0
0.029282	0	0
0.029317	0	0
0.029352	0	0
0.029391	0	0
0.029426	0	0
0.029461	0	0
0.029497	0	0
0.029532	0	0
0.029566	0	0
0.029601	0	0
0.029637	0	0
0.029672	0	0
0.029706	0	0
0.029742	0	0
0.029777	0	0
0.029811	0	0
0.029846	0	0
0.029882	0	0
0.029917	0	0
0.029951	0	0
0.029986	0	0
0.030021	0	0
0.030056	0	0
0.030091	0	0
0.030126	0	0
0.030161	0	0
0.030196	0	0
0.030231	0	0
0.030266	0	0
0.030302	0	0
0.030336	0	0
0.030371	0	0
0.030406	0	0
0.030441	0	0
0.030476	0	0
0.030512	0	0
0.030549	0	0
0.030584	0	0
0.030619	0	0
0.030654	0	0
0.030689	0	0
0.030724	0	0
0.030759	0	0
0.030795	0	0
0.030830	0	0
0.030865	0	0
0.030900	0	0
0.030935	0	0
0.030970	0	0
0.031006	0	0
0.031041	0	0
0.031076	0	0
0.031111	0	0
0.031145	0	0
0.031180	0	0
0.031215	0	0
0.031250	0	0
0.031285	0	0
0.031320	0	0
0.031355	0	0
0.031391	0	0
0.031427	0	0
0.031462	0	0
0.031496	0	0
0.031532	0	0
0.031566	0	0
0.031601	0	0
0.031636	0	0
0.031671	0	0
0.031709	0	0
0.031744	0	0
0.031779	0	0
0.031813	0	0
0.031848	0	0
0.031883	0	0
0.031917	0	0
0.031952	0	0
0.031987	0	0
0.032022	0	0
0.032058	0	0
0.032092	0	0
0.032127	0	0
0.032162	0	0
0.032197	0	0
0.032232	0	0
0.032266	0	0
0.032302	0	0
0.032337	0	0
0.032372	0	0
0.032406	0	0
0.032442	0	0
0.032477	0	0
0.032511	0	0
0.032546	0	0
0.032581	0	0
0.032616	0	0
0.032651	0	0
0.032686	0	0
0.032721	0	0
0.032755	0	0
0.032790	0	0
0.032826	0	0
0.032863	0	0
0.032898	0	0
0.032932	0	0
0.032967	0	0
0.033002	0	0
0.033037	0	0
0.033072	0	0
0.033106	0	0
0.033141	0	0
0.033176	0	0
0.033211	0	0
0.033246	0	0
0.033281	0	0
0.033316	0	0
0.033351	0	0
0.033385	0	0
0.033420	0	0
0.033455	0	0
0.033491	0	0
0.033526	0	0
0.033560	0	0
0.033596	0	0
0.033631	0	0
0.033666	0	0
0.033701	0	0
0.033736	0	0
0.033772	0	0
0.033808	0	0
0.033844	0	0
0.033881	0	0
0.033917	0	0
0.033954	0	0
0.033993	0	0
0.034033	0	0
0.034069	0	0
0.034105	0	0
0.034141	0	0
0.034176	0	0
0.034211	0	0
0.034246	0	0
0.034281	0	0
0.034316	0	0
0.034351	0	0
0.034386	0	0
0.034420	0	0
0.034455	0	0
0.034490	0	0
0.034525	0	0
0.034561	0	0
0.034596	0	0
0.034631	0	0
0.034666	0	0
0.034701	0	0
0.034736	0	0
0.034771	0	0
0.034806	0	0
0.034841	0	0
0.034876	0	0
0.034910	0	0
0.034946	0	0
0.034981	0	0
0.035016	0	0
0.035051	0	0
0.035086	0	0
0.035121	0	0
0.035156	0	0
0.035195	0	0
0.035230	0	0
0.035267	0	0
0.035303	0	0
0.035338	0	0
0.035374	0	0
0.035409	0	0
0.035444	0	0
0.035479	0	0
0.035514	0	0
0.035548	0	0
0.035583	0	0
0.035759	0	0
0.035798	0	0
0.035832	0	0
0.035868	0	0
0.035902	0	0
0.035938	0	0
0.035972	0	0
0.036007	0	0
0.036042	0	0
0.036077	0	0
0.036112	0	0
0.036147	0	0
0.036182	0	0
0.036217	0	0
0.036252	0	0
0.036287	0	0
0.036322	0	0
0.036357	0	0
0.036394	0	0
0.036430	0	0
0.036466	0	0
0.036505	0	0
0.036541	0	0
0.036577	0	0
0.036612	0	0
0.036647	0	0
0.036682	0	0
0.036760	0	0
0.036796	0	0
0.036831	0	0
0.036866	0	0
0.036901	0	0
0.036937	0	0
0.036971	0	0
0.037007	0	0
0.037042	0	0
0.037077	0	0
0.037112	0	0
0.037148	0	0
0.037182	0	0
0.037218	0	0
0.037252	0	0
0.037288	0	0
0.037322	0	0
0.037357	0	0
0.037392	0	0
0.037427	0	0
0.037462	0	0
0.037497	0	0
0.037533	0	0
0.037568	0	0
0.037603	0	0
0.037638	0	0
0.037673	0	0
0.037712	0	0
0.037747	0	0
0.037782	0	0
0.037817	0	0
0.037852	0	0
0.037887	0	0
0.037922	0	0
0.037957	0	0
0.037992	0	0
0.038028	0	0
0.038063	0	0
0.038097	0	0
0.038133	0	0
0.038167	0	0
0.038203	0	0
0.038237	0	0
0.038273	0	0
0.038307	0	0
0.038342	0	0
0.038378	0	0
0.038413	0	0
0.038448	0	0
0.038482	0	0
0.038517	0	0
0.038553	0	0
0.038588	0	0
0.038622	0	0
0.038658	0	0
0.038693	0	0
0.038727	0	0
0.038763	0	0
0.038798	0	0
0.038833	0	0
0.038871	0	0
0.038907	0	0
0.038942	0	0
0.038977	0	0
0.039012	0	0
0.039047	0	0
0.039082	0	0
0.039117	0	0
0.039152	0	0
0.039187	0	0
0.039222	0	0
0.039257	0	0
0.039293	0	0
0.039327	0	0
0.039364	0	0
0.039399	0	0
0.039434	0	0
0.039470	0	0
0.039505	0	0
0.039540	0	0
0.039575	0	0
0.039610	0	0
0.039645	0	0
0.039681	0	0
0.039716	0	0
0.039751	0	0
0.039786	0	0
0.039821	0	0
0.039857	0	0
0.039891	0	0
0.039927	0	0
0.039962	0	0
0.039997	0	0
0.040036	0	0
0.040071	0	0
0.040106	0	0
0.040141	0	0
0.040176	0	0
0.040211	0	0
0.040246	0	0
0.040281	0	0
0.040317	0	0
0.040351	0	0
0.040386	0	0
0.040422	0	0
0.040457	0	0
0.040492	0	0
0.040527	0	0
0.040562	0	0
0.040597	0	0
0.040632	0	0
0.040667	0	0
0.040702	0	0
0.040737	0	0
0.040772	0	0
0.040808	0	0
0.040842	0	0
0.040877	0	0
0.040912	0	0
0.040948	0	0
0.040983	0	0
0.041017	0	0
0.041052	0	0
0.041087	0	0
0.041122	0	0
0.041157	0	0
0.041193	0	0
0.041232	0	0
0.041266	0	0
0.041302	0	0
0.041337	0	0
0.041372	0	0
0.041406	0	0
0.041442	0	0
0.041477	0	0
0.041512	0	0
0.041547	0	0
0.041582	0	0
0.041617	0	0
0.041652	0	0
0.041688	0	0
0.041723	0	0
0.041757	0	0
0.041792	0	0
0.041828	0	0
0.041862	0	0
0.041897	0	0
0.041934	0	0
0.041969	0	0
0.042004	0	0
0.042039	0	0
0.042074	0	0
0.042109	0	0
0.042144	0	0
0.042179	0	0
0.042214	0	0
0.042249	0	0
0.042285	0	0
0.042319	0	0
0.042355	0	0
0.042394	0	0
0.042429	0	0
0.042464	0	0
0.042500	0	0
0.042535	0	0
0.042570	0	0
0.042605	0	0
0.042640	0	0
0.042676	0	0
0.042711	0	0
0.042747	0	0
0.042781	0	0
0.042817	0	0
0.042852	0	0
0.042905	0	0
0.042940	0	0
0.042976	0	0
0.043011	0	0
0.043046	0	0
0.043081	0	0
0.043116	0	0
0.043152	0	0
0.043186	0	0
0.043221	0	0
0.043257	0	0
0.043292	0	0
0.043327	0	0
0.043361	0	0
0.043397	0	0
0.043432	0	0
0.043467	0	0
0.043502	0	0
0.043537	0	0
0.043576	0	0
0.043734	0	0
0.043771	0	0
0.043807	0	0
0.043842	0	0
0.043877	0	0
0.043912	0	0
0.043947	0	0
0.043982	0	0
0.044017	0	0
0.044052	0	0
0.044087	0	0
0.044122	0	0
0.044157	0	0
0.044192	0	0
0.044228	0	0
0.044263	0	0
0.044297	0	0
0.044333	0	0
0.044368	0	0
0.044403	0	0
0.044437	0	0
0.044472	0	0
0.044507	0	0
0.044542	0	0
0.044578	0	0
0.044613	0	0
0.044650	0	0
0.044686	0	0
0.044722	0	0
0.044756	0	0
0.044791	0	0
0.044827	0	0
0.044865	0	0
0.044901	0	0
0.044936	0	0
0.044971	0	0
0.045006	0	0
0.045040	0	0
0.045076	0	0
0.045111	0	0
0.045146	0	0
0.045181	0	0
0.045216	0	0
0.045250	0	0
0.045286	0	0
0.045322	0	0
0.045357	0	0
0.045394	0	0
0.045429	0	0
0.045463	0	0
0.045499	0	0
0.045534	0	0
0.045569	0	0
0.045604	0	0
0.045638	0	0
0.045673	0	0
0.045708	0	0
0.045742	0	0
0.045777	0	0
0.045812	0	0
0.045848	0	0
0.045882	0	0
0.045917	0	0
0.045952	0	0
0.045987	0	0
0.046025	0	0
0.046059	0	0
0.046094	0	0
0.046129	0	0
0.046163	0	0
0.046198	0	0
0.046233	0	0
0.046267	0	0
0.046302	0	0
0.046337	0	0
0.046372	0	0
0.046406	0	0
0.046441	0	0
0.046476	0	0
0.046511	0	0
0.046546	0	0
0.046580	0	0
0.046616	0	0
0.046651	0	0
0.046686	0	0
0.046721	0	0
0.046756	0	0
0.046790	0	0
0.046825	0	0
0.046861	0	0
0.046895	0	0
0.046931	0	0
0.046965	0	0
0.047001	0	0
0.047036	0	0
0.047071	0	0
0.047106	0	0
0.047141	0	0
0.047178	0	0
0.047237	0	0
0.047272	0	0
0.047308	0	0
0.047343	0	0
0.047377	0	0
0.047412	0	0
0.047448	0	0
0.047482	0	0
0.047517	0	0
0.047552	0	0
0.047587	0	0
0.047622	0	0
0.047656	0	0
0.047692	0	0
0.047727	0	0
0.047762	0	0
0.047797	0	0
0.047833	0	0
0.047867	0	0
0.047902	0	0
0.047938	0	0
0.047973	0	0
0.048007	0	0
0.048042	0	0
0.048077	0	0
0.048112	0	0
0.048147	0	0
0.048182	0	0
0.048217	0	0
0.048252	0	0
0.048287	0	0
0.048322	0	0
0.048360	0	0
0.048395	0	0
0.048430	0	0
0.048465	0	0
0.048500	0	0
0.048535	0	0
0.048569	0	0
0.048605	0	0
0.048640	0	0
0.048675	0	0
0.048711	0	0
0.048745	0	0
0.048781	0	0
0.048816	0	0
0.048851	0	0
0.048886	0	0
0.048921	0	0
0.048956	0	0
0.048991	0	0
0.049026	0	0
0.049061	0	0
0.049097	0	0
0.049131	0	0
0.049167	0	0
0.049202	0	0
0.049237	0	0
0.049271	0	0
0.049306	0	0
0.049342	0	0
0.049377	0	0
0.049412	0	0
0.049447	0	0
0.049482	0	0
0.049520	0	0
0.049555	0	0
0.049591	0	0
0.049625	0	0
0.049661	0	0
0.049696	0	0
0.049731	0	0
0.049766	0	0
0.049802	0	0
0.049838	0	0
0.049873	0	0
0.049907	0	0
0.049942	0	0
0.049977	0	0
0.050012	0	0
0.050047	0	0
0.050082	0	0
0.050116	0	0
0.050151	0	0
0.050186	0	0
0.050221	0	0
0.050256	0	0
0.050291	0	0
0.050326	0	0
0.050361	0	0
0.050396	0	0
0.050431	0	0
0.050466	0	0
0.050502	0	0
0.050536	0	0
0.050571	0	0
0.050607	0	0
0.050642	0	0
0.050680	0	0
0.050715	0	0
0.050750	0	0
0.050785	0	0
0.050820	0	0
0.050855	0	0
0.050889	0	0
0.050924	0	0
0.050959	0	0
0.050994	0	0
0.051029	0	0
0.051063	0	0
0.051098	0	0
0.051133	0	0
0.051168	0	0
0.051203	0	0
0.051237	0	0
0.051272	0	0
0.051307	0	0
0.051342	0	0
0.051377	0	0
0.051412	0	0
0.051447	0	0
0.051482	0	0
0.051517	0	0
0.051552	0	0
0.051587	0	0
0.051731	0	0
0.051768	0	0
0.051803	0	0
0.051838	0	0
0.051873	0	0
0.051908	0	0
0.051946	0	0
0.051982	0	0
0.052017	0	0
0.052052	0	0
0.052087	0	0
0.052122	0	0
0.052157	0	0
0.052192	0	0
0.052227	0	0
0.052261	0	0
0.052296	0	0
0.052331	0	0
0.052366	0	0
0.052402	0	0
0.052436	0	0
0.052473	0	0
0.052508	0	0
0.052543	0	0
0.052577	0	0
0.052612	0	0
0.052648	0	0
0.052683	0	0
0.052717	0	0
0.052752	0	0
0.052787	0	0
0.052822	0	0
0.052857	0	0
0.052892	0	0
0.052927	0	0
0.052962	0	0
0.052997	0	0
0.053032	0	0
0.053067	0	0
0.053104	0	0
0.053139	0	0
0.053174	0	0
0.053208	0	0
0.053243	0	0
0.053278	0	0
0.053312	0	0
0.053347	0	0
0.053382	0	0
0.053417	0	0
0.053452	0	0
0.053487	0	0
0.053521	0	0
0.053557	0	0
0.053591	0	0
0.053627	0	0
0.053661	0	0
0.053696	0	0
0.053731	0	0
0.053766	0	0
0.053801	0	0
0.053836	0	0
0.053871	0	0
0.053906	0	0
0.053941	0	0
0.053976	0	0
0.054011	0	0
0.054046	0	0
0.054081	0	0
0.054116	0	0
0.054151	0	0
0.054186	0	0
0.054221	0	0
0.054259	0	0
0.054294	0	0
0.054328	0	0
0.054363	0	0
0.054398	0	0
0.054433	0	0
0.054468	0	0
0.054502	0	0
0.054537	0	0
0.054573	0	0
0.054608	0	0
0.054642	0	0
0.054677	0	0
0.054712	0	0
0.054747	0	0
0.054782	0	0
0.054817	0	0
0.054852	0	0
0.054887	0	0
0.054922	0	0
0.054957	0	0
0.054992	0	0
0.055028	0	0
0.055063	0	0
0.055098	0	0
0.055133	0	0
0.055168	0	0
0.055202	0	0
0.055238	0	0
0.055272	0	0
0.055307	0	0
0.055342	0	0
0.055377	0	0
0.055417	0	0
0.055451	0	0
0.055486	0	0
0.055521	0	0
0.055556	0	0
0.055591	0	0
0.055626	0	0
0.055661	0	0
0.055696	0	0
0.055732	0	0
0.055766	0	0
0.055802	0	0
0.055836	0	0
0.055871	0	0
0.055906	0	0
0.055941	0	0
0.055976	0	0
0.056010	0	0
0.056045	0	0
0.056080	0	0
0.056116	0	0
0.056150	0	0
0.056186	0	0
0.056221	0	0
0.056256	0	0
0.056291	0	0
0.056326	0	0
0.056361	0	0
0.056396	0	0
0.056431	0	0
0.056466	0	0
0.056501	0	0
0.056536	0	0
0.056575	0	0
0.056611	0	0
0.056645	0	0
0.056681	0	0
0.056716	0	0
0.056751	0	0
0.056786	0	0
0.056821	0	0
0.056856	0	0
0.056891	0	0
0.056926	0	0
0.056961	0	0
0.056996	0	0
0.057030	0	0
0.057066	0	0
0.057101	0	0
0.057136	0	0
0.057171	0	0
0.057206	0	0
0.057241	0	0
0.057277	0	0
0.057311	0	0
0.057346	0	0
0.057381	0	0
0.057416	0	0
0.057451	0	0
0.057485	0	0
0.057521	0	0
0.057555	0	0
0.057591	0	0
0.057709	0	0
0.057745	0	0
0.057780	0	0
0.057819	0	0
0.057854	0	0
0.057889	0	0
0.057924	0	0
0.057959	0	0
0.057994	0	0
0.058030	0	0
0.058065	0	0
0.058099	0	0
